,Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
925,cust_0925,49,Urban,Middle,632,12198.132669944924$,41592.927660223264$,2940.9538892051974$,,86,211,,29,4836.235912828384,Daily,UPI,20,2.1340889417688027,3,781325.866784105
926,cust_0926,53,Suburban,High,279,11901.591418589329$,21265.116226388152$,3753.032236954261$,,180,78,3923.0,18,701.6472099447668,Daily,Wallet Balance,5,32.35145000565896,3,344349.5769736699
927,cust_0927,65,Rural,Middle,459,10206.865690159391$,17599.249820588382$,2140.011853056507$,,237,228,2317.0,30,2718.3667643426284,Weekly,UPI,12,60.07296520093808,4,478769.9517961448
928,cust_0928,49,Suburban,High,33,97.02029797034729$,311.5633910792568$,23.12697178903351$,3201.6698330214604,353,247,965.0,15,4025.387909674894,Monthly,Wallet Balance,1,50.5096253165906,8,9737.4730284647
929,cust_0929,33,Urban,Middle,276,11109.21221582091$,51311.34077259306$,4246.953441754101$,3066142.571566571,61,102,3531.0,42,1994.5184441363608,Weekly,Credit Card,4,15.113655724400054,3,319878.99793458893
930,cust_0930,45,Rural,Low,665,18656.63315689085$,77514.0459082901$,6228.467365051576$,12406661.049332416,215,214,1149.0,23,3681.523460196812,Weekly,Credit Card,2,13.970583339357336,2,1245423.3432031432
931,cust_0931,30,Urban,High,90,6698.208005366129$,30948.10850798121$,920.298583033512$,602838.7204829516,215,139,2232.0,14,4495.8147120739295,Monthly,Wallet Balance,20,50.9976420318112,6,69899.96469225819
932,cust_0932,42,Suburban,Low,616,19352.307874471808$,64480.35731272788$,9468.561873920276$,11921021.650674634,358,186,364.0,21,1308.2654356410223,,Debit Card,8,48.30137072346524,3,1197276.0323496428
933,cust_0933,66,Suburban,Middle,948,7141.566017161908$,18851.722090767136$,855.0937586739946$,6770204.584269489,90,168,3613.0,31,1207.300222946696,Monthly,Wallet Balance,2,11.098631575723104,9,695742.8083154756
934,cust_0934,49,Urban,Middle,524,2805.691505331178$,10994.285830288269$,373.6502918957041$,1470182.3487935376,96,58,4815.0,10,1803.427677005836,Weekly,UPI,11,48.71837346823612,10,166746.52104085084
935,cust_0935,67,Rural,Low,160,7974.084264393498$,16310.6394020326$,3034.573008252072$,1275853.4823029598,61,119,1031.0,28,2092.207555884143,Daily,Wallet Balance,2,56.43313727796299,9,140401.24445235392
936,cust_0936,53,Suburban,,929,9897.280145341649$,12987.367700670498$,3792.709564106333$,,56,88,653.0,41,555.2218554408017,Monthly,UPI,16,55.40781354735653,10,934585.7145745186
937,cust_0937,48,Suburban,Low,458,12592.993559430057$,29951.921020820115$,1354.6813751306506$,,220,122,3795.0,23,1156.4450418017348,Daily,Credit Card,14,29.79754987995696,6,592070.8825009958
938,cust_0938,39,Rural,Middle,708,10102.514458826456$,22194.686710722744$,3607.62367100188$,7152580.236849132,94,244,3867.0,18,4366.140131057462,,Debit Card,16,58.80417587891699,5,727608.9536193846
939,cust_0939,30,Suburban,Middle,399,10739.0053618503$,39757.47003371787$,1216.7723269928647$,4284863.13937827,40,67,4086.0,4,2832.955404485176,Monthly,Debit Card,6,28.676674851127554,2,437641.8362355844
940,cust_0940,45,Urban,High,819,491.1000967685314$,1574.1971564446865$,237.8437044655306$,402210.9792534272,337,294,3203.0,45,1339.1014524918585,Daily,UPI,8,46.84560911595212,8,58457.5471990968
941,cust_0941,57,Suburban,Low,774,5079.867180988446$,7889.297561190501$,1922.511484378884$,3931817.1980850575,319,130,4418.0,40,4717.973705640219,Daily,Debit Card,17,54.982366025983886,3,406658.7329556857
942,cust_0942,66,Suburban,Middle,91,6220.826192204048$,28827.412581176024$,1086.350595056035$,566095.1834905684,248,343,2149.0,37,3871.5555161879,Weekly,Wallet Balance,1,54.63890436163968,5,67671.7405909629
943,cust_0943,32,Rural,Low,709,19741.899872250167$,66596.45168726153$,3222.705546099544$,,217,40,,0,1812.1517447754495,Weekly,Debit Card,16,25.63446463688853,10,1418574.625070149
944,cust_0944,20,Urban,High,581,5918.399092355803$,16753.4307096904$,1940.4354513834944$,3438589.8726587216,154,212,1489.0,29,3827.214327184255,Daily,Wallet Balance,20,41.527790868039375,4,351823.38010228006
945,cust_0945,44,Rural,Low,466,17932.611187997463$,85158.02012952721$,6337.519113662456$,,351,56,,11,2980.261451077714,,UPI,13,44.58989676788502,3,847947.5506351431
946,cust_0946,19,Suburban,High,220,6101.676648816164$,8476.494323603334$,2638.944959203889$,,62,200,3874.0,45,3419.091849937331,Weekly,Wallet Balance,16,17.674225964674978,3,147775.34034898694
947,cust_0947,25,Suburban,Low,419,1931.2455175373975$,8030.836807383453$,890.9385198799085$,809191.8718481696,240,291,4983.0,3,1607.2465689068172,Monthly,Credit Card,10,1.5820084756984476,9,99381.56390036356
948,cust_0948,32,Rural,Low,379,4959.871807228278$,12194.648450785546$,1274.7534057542348$,1879791.4149395172,190,305,3638.0,14,1047.4772061727233,Weekly,Wallet Balance,0,8.04918763399762,2,198131.4028908654
949,cust_0949,25,Rural,High,726,5463.839414436816$,20661.831132412$,2391.161553794894$,3966747.414881128,146,107,1277.0,16,1267.9032547705433,Monthly,Debit Card,0,3.4553870502606,3,403194.7898607276
950,cust_0950,32,Rural,Middle,930,19565.189391840795$,92404.4664467562$,6201.226184514158$,18195626.13441194,10,195,4822.0,11,418.672298841885,Weekly,Credit Card,19,22.20397311113262,5,1835097.277291773
951,cust_0951,35,,Middle,447,13489.08719628907$,41422.99473759793$,3887.9981306677096$,6029621.976741214,292,352,4906.0,0,2355.1880896568305,,Debit Card,14,24.142079446347516,4,615596.603629293
952,cust_0952,39,Suburban,Middle,964,18634.30310246311$,20321.737893080797$,7073.362661592423$,17963468.190774437,130,122,4424.0,12,2031.1664118848491,Monthly,Credit Card,1,62.48538307230541,9,1814379.2358715013
953,cust_0953,20,Rural,Low,146,16701.550493874387$,18628.79118540324$,2359.561392431899$,2438426.3721056604,60,95,,29,12.698361750243524,Weekly,Debit Card,11,9.869987949775984,5,258476.2880296909
954,cust_0954,49,Suburban,Low,233,11576.18382865517$,26882.71506178774$,2386.4835732671227$,2697250.832076655,175,287,2417.0,9,4281.8333346880845,Daily,Debit Card,12,14.141461996618691,10,283318.1665403214
955,cust_0955,21,Urban,Middle,371,13511.00460566881$,55754.95581489106$,5765.214222299559$,5012582.708703129,73,125,3742.0,35,3409.346094535478,Monthly,Debit Card,9,45.02190814462345,5,515537.5978230452
956,cust_0956,68,Urban,Low,922,12500.49550198367$,26914.13399193204$,3770.543650711141$,11525456.852828944,239,332,258.0,5,2233.7057592689653,Weekly,Debit Card,1,34.30973942759846,7,1159444.8324032598
957,cust_0957,17,Urban,Low,234,13328.597893573817$,31160.5878505283$,6174.038123264889$,3118891.907096273,179,126,4472.0,8,4835.106126926118,Daily,Wallet Balance,1,71.52135267649216,4,323215.6376461642
958,cust_0958,28,Urban,Middle,726,5302.825555899252$,21942.25882607134$,718.4347263651198$,3849851.353582857,67,344,144.0,49,4702.708050967997,Monthly,Wallet Balance,16,55.09926341134218,5,392821.78133280174
959,cust_0959,58,Suburban,High,367,8168.421432816662$,11964.749986830728$,1840.8773122931532$,2997810.665843715,81,36,3110.0,1,475.4846421932224,,Debit Card,8,20.19414778436521,1,306863.3242632749
960,cust_0960,58,Urban,Low,481,11856.390073846946$,52016.9692603337$,2871.8542953043448$,5702923.625520381,77,217,2753.0,5,3075.6961921287334,Weekly,UPI,13,52.22911794616488,7,581760.5144559738
961,cust_0961,63,Urban,Low,573,728.2100164665837$,1502.4211049799862$,195.9526709150534$,417264.3394353525,248,3,708.0,10,4085.11241522257,Monthly,Debit Card,10,17.21201383694775,4,46099.87773592397
962,cust_0962,26,Rural,Low,363,9661.86967901985$,11641.512226381805$,4779.997661844951$,3507258.6934842058,195,30,245.0,25,864.7592546439703,,UPI,19,49.3923317096284,2,355283.4897210986
963,cust_0963,66,Urban,Low,590,17195.941398623087$,25267.214610117782$,3856.449270203907$,10145605.42518762,68,255,4428.0,27,639.8103620102675,,Debit Card,11,3.593165678782317,7,1032796.637337757
964,cust_0964,62,Rural,High,511,9852.430874430744$,47392.355577212606$,3029.356292891918$,5034592.17683411,338,45,1611.0,12,1298.8888951235983,Daily,Credit Card,6,15.171402406599936,8,515231.7732358492
965,cust_0965,38,Urban,Middle,95,11050.944139423433$,31001.16740331721$,3474.7321158804266$,,56,177,2812.0,37,1398.355726842473,Daily,Wallet Balance,0,8.286813391602326,9,122608.79146110135
966,cust_0966,31,Urban,Low,842,4046.083359098665$,8196.363172375226$,1652.0934209605944$,,99,222,4373.0,11,4824.923060946054,,Credit Card,15,31.455263784287,8,356113.75730563456
967,cust_0967,46,Rural,Middle,216,15888.923446268904$,49018.66033491324$,4880.244665517165$,,270,113,1387.0,18,3902.3866528567673,Daily,Credit Card,14,40.29045671677475,8,353823.55311298
968,cust_0968,26,Urban,Low,725,7183.976977870202$,26791.82757350156$,2459.0391140640954$,5208383.308955897,76,122,3523.0,17,298.6895218986579,Weekly,Wallet Balance,12,19.419558067623527,8,537434.9861346403
969,cust_0969,69,Suburban,High,816,19132.18519405609$,43529.42592313368$,7678.343231019629$,15611863.11834977,331,275,,18,3932.407095153577,Monthly,Wallet Balance,5,70.4741342996396,7,1571488.1082874003
970,cust_0970,31,Suburban,Middle,712,19874.35901710899$,77531.56012268012$,2791.4094093625718$,14150543.6201816,66,232,251.0,27,848.1975917329471,,UPI,1,30.15132723195191,2,1419832.2632222937
971,cust_0971,23,Urban,High,864,18320.8508464909$,36806.73964806001$,8892.736712590216$,15829215.131368136,33,312,2943.0,11,1786.209787104565,Weekly,UPI,8,40.88579186367938,2,1591014.4082432613
972,cust_0972,19,Suburban,Low,543,1706.6861288747173$,2473.583711617695$,748.418852136888$,926730.5679789716,269,249,2005.0,31,1592.598037636826,,Credit Card,0,33.91033679357574,9,107986.75777907872
973,cust_0973,55,Rural,High,802,6670.3312783655765$,21337.275023576178$,1704.3299777654158$,,30,329,3313.0,12,1361.9078586509754,,UPI,8,62.28523843312156,1,543105.6145955939
974,cust_0974,19,Urban,High,855,18903.30132569932$,30329.86879116908$,7398.129003450092$,,26,103,1276.0,22,1543.790163332059,Weekly,Credit Card,9,27.320717215943745,1,1621212.368265626
975,cust_0975,40,Urban,Low,985,16092.620563940309$,76632.08576005504$,6516.385517040486$,15851231.255481202,210,176,1027.0,35,3771.0076430395047,Daily,Debit Card,1,67.95942638031016,7,1595791.6217266007
976,cust_0976,18,Rural,Low,135,18224.55995025552$,18257.29331068858$,8020.602950972565$,2460315.5932844947,269,236,1396.0,29,1332.7694794296565,Monthly,Debit Card,18,58.15254408893667,10,261057.17458873463
977,cust_0977,47,Rural,Middle,83,11455.338340885564$,46082.35637290344$,2008.4270129653364$,950793.0822935018,324,282,1448.0,21,4003.62048468104,Daily,Debit Card,13,6.371464036649733,6,104073.49798700969
978,cust_0978,18,Rural,Low,391,9613.14778786873$,20359.616637416584$,3667.234202744836$,3758740.785056673,123,245,1202.0,37,455.0849310489774,Monthly,Wallet Balance,2,63.71332211062476,6,387750.5360401428
979,cust_0979,42,Urban,Middle,47,2138.8613769189765$,9377.511417572978$,242.4104469033601$,100526.4847151919,33,133,11.0,44,2975.8495566589622,Weekly,Debit Card,15,13.891680506402512,8,20986.72369318971
980,cust_0980,44,Rural,High,392,16791.03613103875$,20831.01877983296$,2455.380912296888$,6582086.1633671895,143,344,1316.0,41,4315.004363886582,Monthly,UPI,18,5.228043854697855,4,666783.1141547757
981,cust_0981,47,Rural,High,718,14905.379552925366$,71724.72208020565$,6117.566996981919$,10702062.519000413,145,159,769.0,2,396.4858471638216,Weekly,Credit Card,8,16.73719552088367,5,1076746.0089764593
982,cust_0982,65,Suburban,Middle,385,1186.9432942780898$,1668.3432040368946$,504.6897149019683$,456973.16829706455,262,280,2306.0,8,3174.438651057908,Daily,UPI,1,7.049377595557285,5,54522.0975041775
983,cust_0983,66,Suburban,Low,381,4196.197646009754$,17420.644694055416$,1414.0119429271629$,1598751.3031297163,5,341,4524.0,14,2558.083758731121,Daily,Credit Card,3,45.17614415373831,6,175044.08843360608
984,cust_0984,34,Urban,,77,11149.97849066706$,34223.39670807135$,3709.312289255973$,858548.3437813636,161,22,1356.0,29,1659.705673147519,Weekly,Debit Card,10,32.77206615984193,1,91636.9815415626
985,cust_0985,36,Suburban,High,259,13691.204017272126$,37261.6956315417$,5473.80595335216$,3546021.8404734805,310,102,3183.0,25,503.3726886045181,Daily,Wallet Balance,7,34.713157054575426,4,367216.4977030458
986,cust_0986,20,Suburban,Middle,949,2762.0285825775195$,5857.221735612073$,1277.255728997216$,2621165.124866066,144,150,1973.0,29,3382.4264814173225,Weekly,Credit Card,15,44.77819418159265,3,270271.2992458979
987,cust_0987,33,Rural,High,604,4904.048121061854$,21408.514874889308$,1316.4724370838017$,2962045.06512136,152,57,2253.0,4,1546.8898215523109,Daily,UPI,4,36.38527211104691,7,307337.0616013598
988,cust_0988,43,Rural,High,934,3870.2731320631897$,6962.64299991859$,564.7829493421033$,3614835.105347019,5,158,2269.0,30,1694.5951779627485,Daily,Credit Card,1,71.40369357875402,1,369174.2129457205
989,cust_0989,57,Suburban,Low,947,4407.7430818841385$,17123.92804276042$,1920.0118011541856$,4174132.698544279,195,303,1036.0,21,3587.963676080411,Monthly,Debit Card,14,45.28461098047199,2,421791.2880163877
990,cust_0990,37,Suburban,Middle,399,18415.055340139646$,51252.16703555148$,4358.063875888431$,7347607.080715719,125,195,2552.0,40,4726.767819478226,Monthly,Wallet Balance,5,42.62111856003312,8,749501.3241618328
991,cust_0991,36,Suburban,High,100,14319.233265044695$,71509.96495034161$,2198.207204163194$,,76,167,2648.0,14,1668.187222429532,,UPI,7,30.42284078774188,2,151054.2390392322
992,cust_0992,21,Urban,Low,501,14744.768538262037$,50804.516685956034$,5099.427477796559$,,306,345,,44,3733.665369194586,Weekly,UPI,1,32.69369882298024,9,753754.0710823307
993,cust_0993,16,Urban,,383,15881.966264276958$,22500.909356346845$,5260.640385680839$,6082793.079218075,169,194,3286.0,34,4783.045137258648,,Credit Card,3,71.25415048325661,4,619859.7853531782
994,cust_0994,20,Urban,High,707,7137.895122454759$,19115.88812171267$,2067.837385939905$,5046491.851575514,217,347,4038.0,18,489.1347512185229,Monthly,Debit Card,3,1.3898446629955978,3,517280.6177819422
995,cust_0995,56,Suburban,Low,192,15346.02044183882$,19415.72247489596$,6812.388478605317$,2946435.9248330537,183,260,4617.0,33,2646.009746222928,,Credit Card,11,12.037294210931382,4,309854.58761019394
996,cust_0996,27,Suburban,Low,580,19568.483752515516$,41927.87431394711$,4087.6671100938574$,11349720.576458998,337,200,3800.0,17,55.82167517865,Daily,UPI,0,25.355675702563538,9,1153244.1468083106
997,cust_0997,41,Urban,Middle,901,13970.900976359431$,33156.680755579495$,1471.0535299095122$,12587781.779699847,113,5,1144.0,13,4125.89015400916,Weekly,Credit Card,8,65.21330237537536,7,1267303.23289298
998,cust_0998,61,Urban,High,754,8340.894714727856$,36805.91976764478$,1913.2968827547$,,276,300,1698.0,21,1434.4535068360676,Monthly,Credit Card,14,67.59301250188558,4,637682.2347370624
999,cust_0999,49,Suburban,Middle,602,14330.032116362385$,62363.58192794422$,1488.6379013492974$,8626679.334050156,178,91,2352.0,23,1663.8374685860751,Monthly,Debit Card,7,5.089871929501507,7,875840.0146707225
1000,cust_1000,64,Rural,Low,345,18016.88605825476$,18849.78652061925$,5719.21696942431$,6215825.690097891,125,24,219.0,12,3436.434691240266,Monthly,Credit Card,16,11.05528659991576,8,629502.351664169
1001,cust_1001,29,Urban,,10,2583.943258082712$,8085.454212738759$,649.3431762948709$,25839.43258082712,291,236,1632.0,7,3945.899071433283,Daily,Wallet Balance,14,63.63819859170335,8,12574.99372236607
1002,cust_1002,41,,High,264,5313.240564938581$,10064.207566178886$,2261.1934917975223$,1402695.509143785,323,235,610.0,41,1999.951255981142,Weekly,Debit Card,9,20.332237747860876,6,150589.57528638796
1003,cust_1003,60,Suburban,Middle,268,18386.731344424818$,41928.59454029788$,7704.668174641295$,4927644.000305851,199,226,4229.0,1,3327.600337368094,Monthly,Credit Card,12,29.478033760242138,1,500658.5998619011
1004,cust_1004,42,Rural,Middle,832,18925.195679886096$,20564.21494105345$,5182.766982263839$,15745762.805665232,138,28,,41,4781.772056994499,,Debit Card,10,1.3259921210594143,10,1596131.394538026
1005,cust_1005,24,Suburban,High,630,9687.941151087722$,38741.91644190982$,1807.712751339404$,6103402.925185265,218,152,,26,4434.511477459332,,UPI,15,35.89351619478931,3,623611.0367797969
1006,cust_1006,41,Suburban,High,762,7497.273758431917$,36004.60088156055$,2016.55631532603$,5712922.603925121,297,246,4242.0,33,3506.470544322,Daily,Debit Card,14,62.43649284981648,6,587323.0251203511
1007,cust_1007,62,Urban,Middle,571,5662.808294004554$,10629.477151968998$,2018.9445793765583$,3233463.5358766005,168,5,3184.0,28,4715.319446551842,Daily,Debit Card,17,26.88621356763113,1,331156.69386438414
1008,cust_1008,37,Urban,Low,195,9980.04330640846$,23623.675362779453$,1757.309903935064$,1946108.4447496496,134,13,432.0,25,4379.690241679981,Monthly,Wallet Balance,11,63.54524013660189,5,200784.999354125
1009,cust_1009,62,Rural,Low,987,18691.277720305123$,34125.338225936706$,7648.819364977106$,18448291.109941155,161,55,3437.0,22,3645.04536497787,,Wallet Balance,2,25.631640417694765,2,1854080.5883116263
1010,cust_1010,45,Rural,,562,3004.6944522148647$,14182.742691949064$,697.7624173886247$,1688638.282144754,272,286,3105.0,35,4586.238795265858,Weekly,Credit Card,20,47.72988355226159,1,177280.7088168425
1011,cust_1011,58,Suburban,Middle,407,8402.414464558933$,8716.86534486018$,3973.256432705141$,3419782.687075486,280,102,61.0,8,4086.952321060475,,Wallet Balance,11,21.847938583797667,10,350856.7925470184
1012,cust_1012,63,Urban,Middle,296,18233.041060580203$,60815.38085459409$,5556.486664537175$,,248,339,,20,2511.270492054372,Weekly,Credit Card,0,37.54621874852407,3,551806.3801471469
1013,cust_1013,32,Rural,Middle,890,6988.894210183596$,31331.603035476102$,3067.0805128872043$,,222,214,890.0,41,2511.4095158872706,Weekly,UPI,4,59.81014432240962,2,628635.8799483964
1014,cust_1014,41,Rural,Low,97,15363.947326800308$,26813.601765653115$,5321.411197737682$,1490302.89069963,316,113,,35,43.95395204905894,,Wallet Balance,19,61.23686145632173,6,165920.31209393847
1015,cust_1015,51,Rural,Low,462,7791.303126959629$,26178.631760883025$,2507.558744556305$,3599582.0446553486,330,338,3921.0,2,151.2486701846405,Daily,Debit Card,7,6.433446113313346,6,373924.58013044257
1016,cust_1016,16,Suburban,Middle,639,16100.484299677602$,19362.32036841962$,6003.098631773375$,10288209.467493989,172,90,2972.0,6,3731.1379748503946,,UPI,4,66.98015051360126,7,1040499.3777619738
1017,cust_1017,23,Urban,Middle,758,19620.2369756446$,83549.65040539471$,8330.682957875819$,14872139.627538608,259,271,1339.0,22,2773.844500748532,Weekly,Credit Card,17,38.04948226895801,7,1497705.0405034863
1018,cust_1018,64,Rural,High,87,7762.561991399813$,16283.654302481424$,2777.4679819011685$,675342.8932517838,256,247,4494.0,31,3804.790598665355,Daily,Debit Card,7,16.563872377806653,5,82719.8940258457
1019,cust_1019,50,Urban,High,991,16903.522104938267$,83757.1830805116$,7080.822442054274$,16751390.405993825,168,30,2860.0,22,4748.314095991313,Daily,Wallet Balance,12,60.02387792617888,3,1683684.8835513869
1020,cust_1020,67,Rural,Middle,77,19768.45232855761$,92675.26524505224$,3482.925842403269$,1522170.8292989363,120,28,,15,2262.653277832455,Monthly,UPI,16,46.10069400577781,6,163341.7562909774
1021,cust_1021,30,Rural,,889,19676.764558794974$,77330.94166248837$,4151.92750633001$,17492643.69276873,19,68,4858.0,4,442.2280046004823,Monthly,Credit Card,7,37.06811146388412,3,1762159.2552745729
1022,cust_1022,62,Urban,Low,716,8681.083919850827$,25933.6145786759$,1665.8056289868143$,6215656.086613192,296,357,2082.0,12,3132.797211604926,Monthly,Credit Card,2,58.63092686282345,5,630363.2100555168
1023,cust_1023,37,Urban,Middle,483,9720.364799777508$,39526.46807507916$,4075.955762530941$,4694936.198292537,309,143,777.0,9,498.6690619032108,Monthly,Wallet Balance,17,15.473556481413183,3,474698.2852983021
1024,cust_1024,29,Urban,High,146,6074.99721724361$,9248.795618720083$,816.7920238771363$,886949.593717567,247,34,1406.0,1,3106.5149556725664,Weekly,Wallet Balance,11,42.26245239586972,6,96053.70189392044
1025,cust_1025,41,Suburban,Low,661,6287.235086810077$,14088.427319202308$,2630.235116383604$,4155862.392381461,205,355,3757.0,15,2638.694219612792,Daily,UPI,12,69.28848886811842,4,427280.8921283397
1026,cust_1026,43,Rural,High,111,9854.487746418385$,10914.688273032563$,2518.973805186091$,1093848.1398524405,67,227,2757.0,0,3561.085521522223,Weekly,Debit Card,20,46.233581988445565,9,122118.27122448296
1027,cust_1027,38,Suburban,High,641,4018.366615385532$,14386.14855916792$,529.6322317524534$,2575773.000462125,342,203,1746.0,5,1754.7977855719987,,UPI,8,43.51527114772729,2,262691.90115342656
1028,cust_1028,29,Urban,Low,765,14225.354690137$,60061.58916199602$,3837.58111302281$,10882396.337954806,345,61,,18,719.3090048908463,,Credit Card,15,3.091393864031649,7,1103813.979293035
1029,cust_1029,39,Rural,High,678,10730.807609737503$,51348.44048423257$,2362.933710298661$,7275487.559402027,185,191,2124.0,32,1181.0524782367845,Daily,Debit Card,0,13.968112021508947,5,739406.2297010843
1030,cust_1030,17,Suburban,Middle,297,17962.376464893914$,67287.578479802$,6049.3848290324495$,5334825.810073492,342,2,2421.0,27,3418.171746721525,Daily,Debit Card,0,44.46225939824751,9,548315.4951339884
1031,cust_1031,60,Rural,High,426,16213.542851872711$,63692.71363120016$,4685.88661091434$,6906969.254897776,108,118,52.0,4,2390.827911264192,Daily,UPI,7,50.88913835162142,10,700005.5115341456
1032,cust_1032,41,Suburban,Low,649,6456.197545794231$,29581.155137025253$,1412.0411401761514$,4190072.207220456,165,308,4353.0,11,2704.087403980793,,Credit Card,2,64.88777263559186,5,432461.1770200552
1033,cust_1033,29,Urban,Low,791,10121.03441412317$,48029.49143293082$,4502.912760394172$,8005738.221571428,121,52,2179.0,29,1614.992112054568,Daily,UPI,13,62.86479401685402,5,812024.3261011156
1034,cust_1034,66,Suburban,Low,334,15012.793403499096$,44515.78786685584$,3944.289741679374$,5014272.996768698,84,15,,16,4183.510840917956,,UPI,13,26.549406711754425,2,506403.54425641085
1035,cust_1035,22,Rural,High,523,3872.070548293049$,5572.488621346571$,1116.2249966820905$,2025092.8967572649,302,284,3466.0,18,4997.275397997104,,Credit Card,16,49.98040537627182,3,211742.65197672797
1036,cust_1036,18,Rural,Middle,583,641.6386190534912$,1838.7240534895525$,281.4556848947337$,374075.3149081854,261,96,4690.0,39,1561.0305414727177,Weekly,Debit Card,0,33.93816275067551,6,55907.01622008218
1037,cust_1037,62,,Low,671,17047.56748090259$,54966.394287628726$,2312.036164236266$,11438917.77968564,107,98,,41,3593.258058619246,Weekly,Wallet Balance,3,34.86956086677995,4,1152049.1489392542
1038,cust_1038,38,Rural,,728,2759.6296472840354$,9730.948346205483$,706.3472340574365$,2009010.3832227776,123,55,,24,855.5012210192419,,Debit Card,5,68.1195925207069,3,214561.28771176815
1039,cust_1039,61,Urban,Low,538,17789.334504764593$,88184.19014625509$,4645.554392130307$,9570661.963563353,73,278,4016.0,34,3712.159680947204,Weekly,UPI,14,53.02794791803809,5,971642.1165158616
1040,cust_1040,58,,Middle,798,18273.02439738408$,85339.6444739858$,5451.396157149217$,14581873.469112497,337,245,4749.0,8,2154.256855169984,Monthly,Debit Card,20,69.73875111937974,9,1476408.2184836648
1041,cust_1041,62,Urban,Middle,162,9219.401758361771$,23836.365069344298$,1313.2875261548552$,1493543.0848546072,313,328,1446.0,31,3026.528451387484,Weekly,Wallet Balance,12,56.01614994030694,3,156833.044259767
1042,cust_1042,60,Urban,Middle,430,16137.566429928038$,23461.032025583216$,2276.430453540445$,6939153.564869056,154,38,2699.0,38,1187.8031551395734,Daily,Credit Card,8,52.5196900485248,7,709519.4549093359
1043,cust_1043,33,Urban,Low,614,7270.193014619225$,13516.498522608674$,1937.9890505760625$,4463898.510976205,289,120,,37,4258.283676172107,Weekly,Debit Card,20,31.358457506171597,9,457638.7092595344
1044,cust_1044,53,Rural,High,69,17166.70832474982$,29100.97805328125$,1943.4705734925835$,1184502.8744077375,97,258,2421.0,14,866.6765396433024,Monthly,Wallet Balance,6,8.559580517755895,4,128258.94917095212
1045,cust_1045,50,Rural,High,133,16495.39086449267$,39985.66721271939$,3331.9657532575966$,2193886.984977525,292,140,4980.0,44,4643.027203684515,Monthly,Credit Card,5,45.75572673187314,7,238427.1848959103
1046,cust_1046,66,Rural,High,189,1579.582610127036$,7117.531533657381$,285.0683817404518$,298541.1133140098,349,183,,45,306.2418380345877,Weekly,Wallet Balance,8,34.252937756106185,7,49092.99041238369
1047,cust_1047,30,Suburban,Middle,723,11656.20879763982$,32076.418215479305$,3447.376257637547$,8427438.96069359,278,213,2563.0,36,1439.9077469690824,Monthly,Wallet Balance,5,42.929964162424845,3,853749.9421958745
1048,cust_1048,40,Rural,Low,755,12803.578082898995$,41856.29856031563$,1337.510713175475$,,254,126,,25,2814.727488348802,Weekly,Wallet Balance,10,21.046730407935087,1,975440.7815146998
1049,cust_1049,52,Suburban,Middle,678,27.137240857438844$,46.585619402130064$,10.0487406438405$,18399.049301343537,82,140,3999.0,30,4292.342918466538,,Debit Card,5,14.917000676626486,4,14691.733470901088
1050,cust_1050,43,Rural,Low,924,19598.56719139861$,58235.04779155061$,8667.170849903676$,18109076.08485232,17,109,1380.0,29,2885.1242836482006,Daily,UPI,2,19.825146776221285,9,1824125.046343408
1051,cust_1051,25,Rural,Middle,922,8137.285822265209$,36573.11970741903$,3114.111676776473$,7502577.528128523,300,9,4942.0,1,1080.5684522623576,Weekly,Wallet Balance,20,47.68712255908774,10,769701.4685867212
1052,cust_1052,54,Urban,Low,573,10351.69068512567$,42378.30052611358$,4422.565934708277$,5931518.762577008,180,32,2355.0,6,4295.1669323979,Weekly,Credit Card,17,68.66180839638649,7,603314.2927915019
1053,cust_1053,32,Urban,Low,874,3904.133555062489$,5172.051146704498$,1395.0506189425007$,,216,235,3938.0,29,2980.8105538586683,,Credit Card,13,71.4268527002283,10,360506.8674355322
1054,cust_1054,54,Urban,,279,12222.262364570051$,54368.15614810625$,3702.6954402321753$,3410011.1997150443,22,73,601.0,32,1161.73484891181,Monthly,Credit Card,5,58.41448735595244,6,350822.25254704856
1055,cust_1055,37,Suburban,Middle,430,16214.291126924383$,33974.005088118385$,3041.941089437617$,6972145.184577486,236,136,1671.0,47,2809.217809781446,Weekly,Debit Card,1,68.98669507156843,5,708851.9095528579
1056,cust_1056,41,Suburban,High,625,11721.987990937365$,42936.05951147721$,2483.3094748890203$,7326242.494335853,211,254,2779.0,38,3376.4963083675784,Daily,UPI,9,21.152000990966336,10,750294.0012794017
1057,cust_1057,59,Rural,Middle,542,15762.820565583925$,24992.450436118987$,3579.471758510643$,,286,116,3765.0,46,3402.6372755479565,Monthly,Debit Card,18,1.2516894652775,10,874773.5560168747
1058,cust_1058,40,Suburban,Middle,835,14624.848134756156$,54091.13396464849$,1684.885870429488$,12211748.19252139,207,156,,37,3620.0230446408905,,Wallet Balance,6,14.778013946685553,1,1229140.8077298186
